"Début d'événement";"Type d'événement";"Lieu de l'événement";"Nom Organisme";"Type d'organisme";"Identifiant";"Style";"Categorie";"Genre";"Titre";"Texte Début";"Texte Milieu";"Texte Fin";"Commune";"Département";"Code INSEE";"Code Postal";"Coordonnées GPS";"Date Modification";"Jour Min";"Jour Max";"Tarif Mention Payant";"Tarif Général";"Tarif Réduit";"Tarif Autre";"Photo 1 Légende";"Photo 1 Crédit";"Photo 2 Légende";"Photo 2 Crédit";"Photo 3 Légende";"Photo 3 Crédit";"Age Minimum";"Liens Vidéos"
"2017-01-20";"Atelier, activité de loisirs";"44/Port-Saint-Père";"les ateliers de Retz";"Association";"5425892";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Atelier bien-être";"";"Comment prendre soin de sa peau grâce aux vertus de l’aromathérapie, comment utiliser les huiles essentielles naturelles pour un usage quotidien ou en cas de problèmes dermatologiques.";"Vendredi 20 janvier, 20h à 21h30, Salle des associations, 13, rue de Pornic, Port-Saint-Père. Tarif 10€, autre : et 3 € adhésion annuelle. Contact et réservation : 07 68 29 29 76, lesateliersderetz@gmail.com, http://une-goutte-de-lavande.fr/";"Port-Saint-Père";"44";"44133";"44710";"47.13334, -1.749058";"2017-01-16";"2017-01-20";"2017-01-20";"oui";"10";"";"et 3 € adhésion annuelle";"";"";"";"";"";"";"";""
"2016-11-02";"Communiqué public";"44/Sainte-Reine-de-Bretagne";"Ville de Sainte-Reine-de-Bretagne";"Mairie";"5318845";"Vie quotidienne";"Autres communiqués des administrations (mairie...)";"Autre";"Aide au chauffage";"";"Les personnes aux revenus modestes peuvent dès à présent retirer et déposer leur demande d’aide au chauffage pour l’hiver 2016-2017 auprès du CCAS aux jours et horaires d’ouverture de la mairie. Se munir de son avis d’imposition sur le revenu.";"Du mercredi 2 novembre 2016 au mardi 31 janvier 2017, À la mairie, 23, rue René-Guy-Cadou, Sainte-Reine-de-Bretagne. Gratuit. Inscription avant le 31 janvier. Contact : 02 40 01 10 22.";"Sainte-Reine-de-Bretagne";"44";"44189";"44160";"47.44054, -2.192316";"2016-10-27";"2016-11-02";"2017-01-31";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-09";"Horaire piscine, bibliothèque";"44/Port-Saint-Père";"les ateliers de Retz";"Association";"5406961";"Loisirs et sports";"Horaires piscine, bibliothèque ...";"Autre";"Atelier hebdomadaire confiance en soi par le théâtre";"";"Animé par Alexis Laignel, enseignant par le théâtre d'improvisation.";"Lundi 9, lundi 16, lundi 30 janvier, 20h à 21h30, Salle des associations, 13, rue de Pornic, Port-Saint-Père. Contact et réservation : 06 10 45 18 54, lesateliersderetz@gmail.com, www.facebook.com/lesateliersderetz";"Port-Saint-Père";"44";"44133";"44710";"47.13334, -1.749058";"2017-01-03";"2017-01-09";"2017-01-30";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-07";"Sport";"44/Bouée";"Adagyo";"Association";"5239120";"Loisirs et sports";"Sport";"Autre";"Adagyo";"Inscriptios aux cours de gym douce et zumba.";"Pour les seniors de 50 ans et plus, groupes de gym douce à Basse-Indre, Bouée, Couëron, Prinquiau ou Vigneux. Cours de zumba pour retraités à Couëron. 16 € d'adhésion, 75 € gym, 90 € zumba.";"Du mercredi 7 septembre 2016 au vendredi 23 juin 2017, Salle des fêtes, Bouée. Payant. Contact et réservation : 06 63 94 97 41, 06 45 92 42 62, clubadagyo@yahoo.fr, Adagyo.gandi-site.net";"Bouée";"44";"44019";"44260";"47.32012, -1.91015";"2016-09-06";"2016-09-07";"2017-06-23";"oui";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/Clisson";"Sport athlétique club Clisson (Sacc) rugby";"Association";"5425112";"Loisirs et sports";"Sport";"Mémento sportif";"Sport athlétique club Clisson (Sacc) rugby";"Mémento sportif.";"Samedi : les M8 et M10 jouent aux Sables-d'Olonne, départ du bus à 12 h ; les M12 jouent à la Chapelle-sur-Erdre, départ du bus à 12 h. Dimanche : les seniors jouent à 15 h à Chateau-Gontier ; les loisirs jouent à Clisson à 10 h 30 contre Pornic.";"Samedi 21, dimanche 22 janvier, Club-house, 32, route de la Dourie, Clisson.";"Clisson";"44";"44043";"44190";"47.33559, -2.464566";"2017-01-16";"2017-01-21";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Réunion, assemblée";"44/Guérande";"comité des fêtes de Guérande, mairie de Guérande";"Association";"5421963";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Assemblée générale";"Comité des fêtes";"Assemblée générale.";"Le comité des fêtes recherche de nouveaux bénévoles pour son association. Les personnes intéressées sont attendues à l'assemblée générale.";"Dimanche 22 janvier, 9h30, AVF, rue Victor-Hugo, Guérande. Contact : 02 40 24 78 19, 06 62 59 89 66, comitedesfetesdeguerande@live.fr";"Guérande";"44";"44069";"44350";"47.32782, -2.42942";"2017-01-13";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Concert";"44/Gorges";"lycée Charles-Péguy";"Association";"5388849";"Concerts, spectacles";"Concert, spectacle musical";"Classique";"Andreea Soare, soprano et Yoan Hereau, pianiste";"Classique.";"Concert d'Andreea Soare, soprano de l'Opéra de Paris accompagnée de Yoan Hereau, pianiste de l'Opéra de Paris. Récital des grands airs et morceaux d'opéra : Mozart, Liszt, Puccini, Berlioz. En 1re partie, le chœur d'enfants de l'école de musique de Clisson Artissimo.";"Vendredi 20 janvier 2017, 20h, La Stella auditorium, 3, rue de la Sèvre, Gorges. Tarif 20€, réduit 17€, autre : tarif gourmet 32 € (accès spectacle avec place privilège et 2 cocktails gourmands). Contact et réservation : 02 40 54 48 00, culture@charles-peguy.net, http://www.charles-peguy.net";"Gorges";"44";"44064";"44190";"47.10099, -1.30245";"2016-12-15";"2017-01-20";"2017-01-20";"oui";"20";"17";"tarif gourmet 32 € (accès spectacle avec place privilège et 2 cocktails gourmands)";"";"";"";"";"Andreea Soare";"Mirco Magliocca";"";""
"2017-01-20";"Dédicace";"44/Guérande";"Médiathèque municipale Samuel-Beckett, centre culturel Athanor";"Équipement à but non lucratif (culture, sport et loisir)";"5391525";"Voir visiter";"Dédicace, animation autour d'un livre";"Livre, lecture publique...";"Soirée BD Comics avec la Mystérieuse Librairie Nantaise";"";"Découverte de l’univers surprenant du Comics, de Batman à Walking Dead. Pas d idées reçues, les comics ne sont pas qu’une histoire de pouvoirs et de collants. Le temps d’une soirée, un libraire dévoilera d’autres facettes du comics. Un genre qui n’est pas réservé aux geeks et yankees.";"Vendredi 20 janvier, 19h, Médiathèque Samuel-Beckett, centre culturel Athanor, Guérande. Contact et réservation : 02 40 24 75 91, mediatheque@ville-guerande.fr, www.mediatheque.ville-guerande.fr";"Guérande";"44";"44069";"44350";"47.33129, -2.427742";"2016-12-19";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-19";"Formation, vie scolaire, concours";"44/Gétigné";"Union départementale des associations familiales de Loire-Atlantique";"Association";"5262417";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"Lire et faire lire";"";"Reprise des lectures hebdomadaires à des petits groupes d'enfants dans le cadre du programme Lire et faire lire. L'objectif est de transmettre le plaisir de la lecture et favoriser le lien intergénérationnel. Les personnes de plus de 50 ans qui souhaitent participer peuvent contacter l'Udaf.";"Jusqu'au vendredi 30 juin 2017, École Notre-Dame-du-Sacré-Cœur, 2, place de L'aire-Bidu, Gétigné. Gratuit. Contact : 02 51 80 30 04, info@udaf44.asso.fr, www.udaf44.fr";"Gétigné";"44";"44063";"44190";"47.07514, -1.25014";"2016-09-19";"2016-09-19";"2017-06-30";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-09";"Formation, vie scolaire, concours";"44/Orvault";"Union départementale des associations familiales de Loire-Atlantique";"Association";"5415498";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"Lire et faire lire";"";"Reprise des lectures d’histoires à voix haute à des petits groupes d’enfants. L’objectif est de transmettre le goût de la lecture et de favoriser le lien intergénérationnel. Les personnes de 50 ans et plus qui sont intéressées peuvent contacter l’Udaf 44.";"Jusqu'au vendredi 30 juin, École Saint-Joseph, 25, rue Hubert-de-la-Brosse, Orvault. Gratuit. Contact : 02 51 80 30 04, info@udaf44.asso.fr, www.udaf44.fr";"Orvault";"44";"44114";"44700";"47.27133, -1.62306";"2017-01-09";"2017-01-09";"2017-06-30";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-10-17";"Formation, vie scolaire, concours";"44/Vue";"Union départementale des associations familiales de Loire-Atlantique";"Association";"5303933";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"Lire et faire lire";"";"Les ateliers de lecture d'histoires à voix haute à des petits groupes d'enfants ont repris. L'objectif est de transmettre le goût de la lecture et de favoriser le lien intergénérationnel. Les personnes de 50 ans et plus intéressées peuvent contacter l'Udaf 44.";"Jusqu'au vendredi 30 juin 2017, École Sainte-Anne, Vue. Gratuit. Contact : 02 51 80 30 04, info@udaf44.asso.fr, www.udaf44.fr";"Vue";"44";"44220";"44640";"47.19951, -1.87767";"2016-10-18";"2016-10-17";"2017-06-30";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-07";"Formation, vie scolaire, concours";"44/La Meilleraye-de-Bretagne";"Union départementale des associations familiales de Loire-Atlantique";"Association";"5244670";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"Lectures « Lire et faire lire »";"";"L'Udaf 44 recherche des bénévoles de plus de 50 ans pour proposer des lectures hebdomadaires à des petits groupes d'enfants dans le cadre du programme Lire et faire lire. L'objectif est de transmettre aux enfants le plaisir de la lecture et favoriser le lien intergénérationnel.";"Jusqu'au vendredi 30 juin 2017, La Meilleraye-de-Bretagne. Contact : 02 51 80 30 04, info@udaf44.asso.fr, www.udaf44.fr";"La Meilleraye-de-Bretagne";"44";"44095";"44520";"47.55818, -1.40282";"2017-01-16";"2016-09-07";"2017-06-30";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/Saint-Jean-de-Boiseau";"Basket-club Basse-Loire";"Association";"5426646";"Loisirs et sports";"Sport";"Mémento sportif";"Basket-club Basse-Loire";"Mémento sportif.";"Samedi : à 19 h DF4 contre US Pont-Saint-Martin ; à 21 h DM3 contre CTC Havre et Loire. Dimanche : à 13 h 15 RM3 contre La Tessoualle ; à 15 h 30 RF2 contre BCCF basket ; à 17 h 30 DF2 contre Saint-Herblain.";"Samedi 21, dimanche 22 janvier, Complexe sportif des Genêts, rue Pierre-Mendès-France, Saint-Jean-de-Boiseau.";"Saint-Jean-de-Boiseau";"44";"44166";"44640";"47.19583, -1.724045";"2017-01-17";"2017-01-21";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Communiqué public";"44/Avessac";"Ville d'Avessac";"Mairie";"5427854";"Vie quotidienne";"Autres communiqués des administrations (mairie...)";"Enquête publique";"Enquête publique";"";"Enquête publique sur le projet de Plan local d’urbanisme (Plu). Le commissaire-enquêteur tiendra des permanences en mairie, samedi 21 janvier, de 9 h à 12 h ; vendredi 27, de 9 h à 12 h ; vendredi 3 février, de 14 h à 17 h ; mardi 14, de 14 h à 18 h.";"Samedi 21 janvier, 9h à 12h, Mairie, 5, place de l’Église, Avessac.";"Avessac";"44";"44007";"44460";"47.65409, -1.988944";"2017-01-17";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Sport";"44/Marsac-sur-Don";"Avenir sportif marsacais";"Association";"5429188";"Loisirs et sports";"Sport";"Match";"Avenir sportif marsacais football";"";"En 4e division, groupe E, Marsac B contre Saint-Vincent LUSTVI à 15 h ; en déplacement, en 3e division, groupe C, Marsac A contre Châteaubriant Portugais à 15 h.";"Dimanche 22 janvier, Stade municipal, route de Vay, Marsac-sur-Don.";"Marsac-sur-Don";"44";"44091";"44170";"47.59488, -1.67664";"2017-01-18";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Religion";"44/Plessé";"Paroisse Ste Anne en Guémené-Plessé";"Institution religieuse";"5425244";"Réunions formations cérémonies";"Cérémonie, commémoration, religions";"Messe";"Messe";"";"Dimanche : messe à 10 h 30 à Plessé. Mercredi : messe à 9 h 30 à Plessé.";"Dimanche 22, mercredi 25 janvier, Plessé.";"Plessé";"44";"44128";"44630";"47.54242, -1.884766";"2017-01-16";"2017-01-22";"2017-01-25";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Sport";"44/Bouguenais";"amicale laïque les Couëts football";"Association";"5429338";"Loisirs et sports";"Sport";"Mémento sportif";"Amicale laïque les Couëts football";"Mémento sportif.";"Vendredi : loisirs contre Basse-Indre US à 21 h. Samedi : U10-U11A et U10-U11B matchs amicaux à 10 h 30 ; U14-U15 contre AS Maine 2 à 14 h ; U16-U18 contre GJ Saint-Étienne-de-Montluc à 16 h ; U8-U9 (voir convocation sur le site) ; les U12-U13A se déplacent à Clisson Étoile à 14 h ; les U12-U13B se déplacent à Saint-Père-en-Retz à 14 h. Dimanche : vétérans se déplacent à Pont-Saint-Martin à 9 h ; les seniors 1 se déplacent à Mouzillon à 15 h ; les seniors 2 se déplacent à Nantes Métallo 3 à 13 h. Galette des rois samedi à 18 h, salle ALC.";"Vendredi 20, samedi 21, dimanche 22 janvier, Stade des Landes, rue Jean-Baptiste-Clément, Bouguenais. Contact : alc-football.com";"Bouguenais";"44";"44020";"44340";"47.1794, -1.62315";"2017-01-18";"2017-01-20";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-08";"Dédicace";"44/Saint-André-des-Eaux";"Bibliothèque municipale";"Équipement à but non lucratif (culture, sport et loisir)";"5245991";"Voir visiter";"Dédicace, animation autour d'un livre";"Livre, lecture publique...";"Détective Conan, la totale";"";"Shinichi Kudo est un grand fan de Sherlock Holmes et excellent joueur de football. Par un empoisonnement, le jeune détective lycéen se retrouve coincé dans le corps d’un enfant de 6 ans... Toute la série manga est disponible au prêt, 80 tomes pour se régaler du célèbre héros japonais.";"Jusqu'au vendredi 20 janvier 2017, Bibliothèque municipale, 1, rue Jules-Ferry, Saint-André-des-Eaux. Contact : 02 51 10 62 64, bibliotheque@ville-st-andre-des-eaux.fr, bibliotheque.saint-andre-des-eaux.fr";"Saint-André-des-Eaux";"44";"44151";"44117";"47.31743, -2.308574";"2016-09-08";"2016-09-08";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-01";"Horaire piscine, bibliothèque";"44/Guérande";"Médiathèque municipale Samuel-Beckett, centre culturel Athanor";"Équipement à but non lucratif (culture, sport et loisir)";"5223012";"Loisirs et sports";"Horaires piscine, bibliothèque ...";"Ludothèque";"Ludothèque";"";"À partir du 1er septembre, ouverture du nouvel espace dédié au jeu avec 1 000 jeux et jouets (jeux de société, d’éveil, de motricité, de construction...) au sein de la médiathèque municipale de Guérande. Aux heures d’ouverture habituelles de la médiathèque.";"Du jeudi 1er septembre 2016 au vendredi 1er septembre 2017, Médiathèque Samuel-Beckett, centre culturel Athanor, Guérande. Contact : 02 40 24 75 91, www.mediatheque.ville-guerande.fr";"Guérande";"44";"44069";"44350";"47.33129, -2.427742";"2016-08-30";"2016-09-01";"2017-09-01";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Jeux, concours";"44/Saint-Mars-la-Jaille";"SMS football";"Association";"5424790";"Loisirs et sports";"Jeux, concours, rallye";"Concours";"Soirée du club";"";"Le SMS foot organise sa soirée du club. Il reste des places (réserver). La soirée sera animée par SLF Animation. Entrée, plat (noix de joue de bœuf ou confit de canard), fromage, dessert et café.";"Samedi 21 janvier, Espace culturel Paul-Guimard, Saint-Mars-la-Jaille. Tarif adulte, 20 €; enfant moins de 12 ans, 12 €. Inscription avant le 20 janvier. Contact : 06 62 69 81 23.";"Saint-Mars-la-Jaille";"44";"44180";"44540";"47.52773, -1.181618";"2017-01-16";"2017-01-21";"2017-01-21";"oui";"";"";"adulte, 20 €; enfant moins de 12 ans, 12 €";"";"";"";"";"";"";"";""
"2017-01-20";"Réunion, assemblée";"44/Pontchâteau";"Alcool assistance la Croix d'Or";"Association";"5401575";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Réunion, débat, rencontre";"Alcool assistance Croix d'or";"Réunion et groupe de parole.";"Pour les personnes et l’entourage concernés par les problèmes liés à la consommation abusive d’alcool. Des anciens malades pourront aider et répondre aux questions.";"Vendredi 20 janvier, 20h30, Salle Cassard (Maison des Associations), 7, Place de l’Église, Pontchâteau. Contact : 02 40 58 36 22, 02 40 45 60 81.";"Pontchâteau";"44";"44129";"44160";"47.43797, -2.089238";"2016-12-28";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Réunion, assemblée";"44/Guémené-Penfao";"Corres. Ouest-France Cédric CADRO";"autre";"5428454";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Réunion, débat, rencontre";"Primaires citoyennes de la Gauche";"";"Les habitants de l'ancien canton de Saint-Nicolas peuvent participer à cette élection. il faut être inscrit sur les listes électorales de sa commune. présenter une pièce d'identité, verser 1 € (frais de participation à l'organisation) et signer la charte d'engagement de la gauche et des écologistes.";"Dimanche 22 janvier, 9h à 19h, Mairie, Guémené-Penfao.";"Guémené-Penfao";"44";"44067";"44290";"47.62853, -1.83245";"2017-01-18";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Sport";"44/Saint-Mars-la-Jaille";"SMS football";"Association";"5424779";"Loisirs et sports";"Sport";"Mémento sportif";"SMS football";"Mémento sportif.";"Samedi, à 14 h, GJ U18A contre Entente Guémené-Penfao A. Dimanche, à 13 h, SMS B contre Grand-Auverné B ; à 15 h, SMS A contre Nort-sur-Erdre B en championnat.";"Dimanche 22 janvier, Stade Bernard-Blanchet, Saint-Mars-la-Jaille.";"Saint-Mars-la-Jaille";"44";"44180";"44540";"47.52602, -1.182433";"2017-01-16";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Sortie, voyage";"44/Nantes";"Aimelsf";"Association";"5427472";"Loisirs et sports";"Sortie, voyage, pèlerinage";"Sortie";"Bar signes";"";"Organisé par AIMELSF pour se retrouver entre sourds, malentendants et entendants afin de promouvoir la langue des signes française, ce qui permettra d’échanger la soif de culture sourde.";"Vendredi 20 janvier, 20h30 à 0h, Le Lieu-Unique, quai Fernidand-Favre, Nantes. Gratuit. Contact : www.aimelsf.fr";"Nantes";"44";"44109";"44000";"47.21523, -1.545443";"2017-01-17";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
