"Debut d'evenement";"Type d'evenement";"Lieu de l'evenement";"Nom Organisme";"Type d'organisme";"Identifiant";"Style";"Categorie";"Genre";"Titre";"Texte Debut";"Texte Milieu";"Texte Fin";"Commune";"Departement";"Code INSEE";"Code Postal";"Coordonnees GPS";"Jour Min";"Jour Max";"Tarif Mention Payant";"Tarif General";"Tarif Autre";"Age Minimum";"Mention Accessible Handicap";"Liens Billeteries";"Liens Videos"
"19/11/2016";"Spectacle";"44/Nantes";"Onyx, la Carrière";"Équipement à but non lucratif (culture, sport et loisir)";"5232693";"Concerts, spectacles";"Autres scènes";"Cirque";"Bestias - Baro d'Evel Cirk";"";"Sur la piste, tout un petit monde defile sous nos yeux. Une tribu d'hommes dansants, deux magnifiques chevaux alezans, de drôles d'oiseaux. Bestias joue sur la fragile frontière entre humanite et bestialite, ce lien subtil entre hommes et bêtes. (Relâche lundi et jeudi).";"Du samedi 19 novembre au vendredi 16 decembre, 17h, 19h et 20h, Île de Nantes - Parc des Chantiers, à proximite des Machines, Nantes. Tarif de 9€ à 25€. Contact et reservation : 02 28 25 25 00, billetterie.onyx@saint-herblain.fr, www.theatreonyx.fr";"Nantes";"44";"44109";"44000";"47.22396, -1.540806";"19/11/2016";"16/12/2016";"oui";"";"de 9€ à 25€";"";"";"";""
"28/11/2016";"Exposition, musee";"44/Nantes";"bibliothèque municipale";"Association";"5314959";"Voir visiter";"Exposition, musee";"Exposition";"Little Nemo";"Exposition.";"Mise en scène par les elèves du BTS design d’espace du lycee Livet. Reproductions de planches extraites de Little Nemo, l’une des premières bandes dessinees, et costumes inspires par la representation programmee à l’Opera Graslin le samedi 14 janvier 2017.";"Du lundi 28 novembre 2016 au samedi 25 mars 2017, Bibliothèque de la Manufacture, 6, cour Jules-Durand, Nantes. Gratuit. Contact : 02 40 41 95 65, bm-est@mairie-nantes.fr, http://bm.nantes.fr";"Nantes";"44";"44109";"44000";"47.2168, -1.556727";"28/11/2016";"25/03/2017";"non";"";"";"";"";"";""
"13/09/2016";"Animation jeunes";"44/Nantes";"Hora";"Association";"5236717";"Loisirs et sports";"Animation loisirs jeunes";"Animation";"Yoga adultes";"";"Se connecter à soi à travers le mouvement et la respiration par la pratique des postures et de la relaxation. Le yoga permet aussi une autre relation à soi et aux autres. Cours d’essai gratuit en septembre.";"Du mardi 13 septembre 2016 au samedi 24 juin 2017, 10h, 18h et 20h, Centre socioculturel Martray, la Similienne, Nantes. Payant. Contact : 07 53 02 08 05, contact@yoga-rama.com, www.yoga-rama.com";"Nantes";"44";"44109";"44000";"47.21589, -1.557582";"13/09/2016";"24/06/2017";"oui";"";"";"";"";"";""
"23/10/2016";"Concert";"44/Nantes";"le Pannonica";"Équipement à but non lucratif (culture, sport et loisir)";"5174231";"Concerts, spectacles";"Concert, spectacle musical";"Jazz";"Bœuf de 5 à 7";"Jazz.";"Vous êtes musiciens, vous avez envie de taper le « bœuf » en centre-ville le dimanche ! Venez au Bœuf de 5 à 7 organise par l’association Nantes jazz action. Gratuit dans la limite des places disponibles.";"Dimanche 23 octobre, dimanche 20 novembre, dimanche 18 decembre, 17h, Le Pannonica, 9, rue Basse-Porte, Nantes. Gratuit.";"Nantes";"44";"44109";"44000";"47.22118, -1.558729";"23/10/2016";"18/12/2016";"non";"";"";"";"";"";""
"05/12/2016";"Exposition, musee";"44/Nantes";"Bibliothèque Expression Livre";"Association";"5365752";"Voir visiter";"Exposition, musee";"Exposition";"Aquarelles sur toiles de Philippe Laborde";"Exposition.";"Artiste diplôme des Beaux-Arts de Besançon, Philippe Laborde a toujours pratique l'aquarelle, librement, realisant des compositions improvisees, abstraites, quelques fois calligraphiques, inspirees par la calligraphie chinoise et l'expressionnisme abstrait du debut du XXe siècle.";"Du lundi 5 decembre 2016 au samedi 28 janvier 2017, Bibliothèque Expression Livre, 56, rue de la Ripossière, Nantes. Gratuit. Contact : 06 23 03 90 32, 06 95 62 22 23, adheraemilie@gmail.com";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"05/12/2016";"28/01/2017";"non";"";"";"";"";"";""
"16/12/2016";"Conference";"44/Nantes";"Observatoire des medias de l'universite permanente";"Autre organisme à but non lucratif";"5384854";"Voir visiter";"Conference";"Conference";"Dans les coulisses de TF1";"Conference.";"Que se passe-t-il à TF1 ? Longtemps chaîne preferee des Français, elle ne domine plus nettement les audiences. Journaliste à Telerama et specialiste des questions audiovisuelles, Aude Dassonville abordera les coulisses, secrets et guerres internes qui secouent TF1 et fragilisent son avenir.";"Vendredi 16 decembre, 14h30, CCO tour Bretagne, Nantes. Tarif 8 € pour non abonnes.";"Nantes";"44";"44109";"44000";"47.2168, -1.556727";"16/12/2016";"16/12/2016";"oui";"";"8 € pour non abonnes";"";"";"";""
"16/12/2016";"Horaire, permanence";"44/Nantes";"Archives de Nantes";"Administration, service public, parapublic";"5364767";"Vie quotidienne";"Horaires, ouverture, permanence";"Horaires";"Archives de Nantes";"Horaires. Vendredi 16 decembre, 9h à 12h et 14h à 17h, Archives de Nantes, 1, rue d'Enfer, Nantes.";"";"";"Nantes";"44";"44109";"44000";"47.21918, -1.554334";"16/12/2016";"16/12/2016";"non";"";"";"";"";"";""
"19/11/2016";"Animation jeunes";"44/Nantes";"musee Jules-Verne";"Équipement à but non lucratif (culture, sport et loisir)";"5291081";"Loisirs et sports";"Animation loisirs jeunes";"Animation";"Eveil aux langues etrangères";"";"Eveil aux langues etrangères sur le thème du Tour du monde en 80 jours par l'association Evalap. Jeu d'enigme sur le même thème avec ateliers de pratique artistique.";"Samedi 19 novembre 2016, samedi 17 decembre 2016, samedi 21 janvier 2017, 15h à 16h30, Musee Jules-Verne, Nantes. Tarif enfants metropolitains 3 € / non-metropolitains 6 €. Inscription avant le 18 novembre. Contact : 02 40 69 72 52, musee-julesverne@nantesmetropole.fr, http://www.julesverne.nantesmetropole.fr";"Nantes";"44";"44109";"44000";"47.20205, -1.577412";"19/11/2016";"21/01/2017";"oui";"";"enfants metropolitains 3 € / non-metropolitains 6 €";"";"";"";""
"01/10/2016";"Exposition, musee";"44/Nantes";"musee Jules-Verne";"Équipement à but non lucratif (culture, sport et loisir)";"5229066";"Voir visiter";"Exposition, musee";"Exposition";"« Nemo alias Dakkar »";"Exposition.";"Avec Nemo, Jules Verne a cree un veritable mythe, qui ne cesse d’inspirer de multiples adaptations, suites et avatars. Le Musee Jules Verne vous propose de decouvrir ce fascinant heros à travers cette exposition qui lui est consacree.";"Du samedi 1er octobre 2016 au dimanche 25 juin 2017, Musee Jules-Verne, Nantes. Payant. Contact : 02 40 69 72 52, musee-julesverne@nantesmetropole.fr, julesverne.nantesmetropole.fr";"Nantes";"44";"44109";"44000";"47.20205, -1.577412";"01/10/2016";"25/06/2017";"oui";"";"";"";"";"";""
"16/12/2016";"Concert";"44/Nantes";"K production";"Équipement à but non lucratif (culture, sport et loisir)";"4898168";"Concerts, spectacles";"Concert, spectacle musical";"Variete";"William Sheller";"Variete.";"Tournee « Stylus ».";"Vendredi 16 decembre, à 20h, Cite des congrès, 5, quai Valmy, Nantes. Tarif De 49 € à 59 €. Contact et reservation : 02 40 25 09 55, www.kproduction.fr.";"Nantes";"44";"44109";"44000";"47.21314, -1.542703";"16/12/2016";"16/12/2016";"oui";"";"De 49 € à 59 €";"";"";"";""
"17/12/2016";"Spectacle";"44/Nantes";"Elo A., communication editoriale, relations media";"Autre organisme à but non lucratif";"5385600";"Concerts, spectacles";"Autres scènes";"Autre";"Art de la rue, chorale pop, rock";"";"1er evenement festif organise par l’association Une fusee pour Lùna, pour petits et grands avec Maboul Distorsion à 16 h, la boom des minots, chorale Y birds à 19 h 30, puis Fonky Niko, BL2OM, I’m 17teen, DJ Popowski. Bar et petite restauration sur place.";"Samedi 17 decembre, 15h30 à 2h, Quai des Chaps, 378, route de Sainte-Luce, Nantes. Tarif 10€, reduit 5€, autre : gratuit moins de 6 ans. Contact : www.helloasso.com/associations/une-fusee-pour-luna";"Nantes";"44";"44109";"44000";"47.24652, -1.496994";"17/12/2016";"17/12/2016";"oui";"10";"gratuit moins de 6 ans";"";"Mental|Moteur";"";""
"18/12/2016";"Sport";"44/Nantes";"Union cycliste Nantes Atlantique";"Association";"5377817";"Loisirs et sports";"Sport";"Sortie cyclotouriste";"Sortie cyclotouriste";"";"Le Groupe-Cyclos de l'UCNA (Union Cycliste Nantes Atlantique) organise trois randonnees : 42 km vers Suce-sur-Erdre et Thouare-sur-Loire (NE-48), 63 km vers Petit-Mars (NE-63) et 72 km vers Couffe et la Varenne (NE-72).";"Dimanche 18 decembre, 9h, Place du Commerce, Nantes. Gratuit. Contact : 06 89 64 00 26, 02 51 70 22 07, jc.jegouzo@wanadoo.fr";"Nantes";"44";"44109";"44000";"47.21292, -1.557982";"18/12/2016";"18/12/2016";"non";"";"";"";"";"";""
"22/10/2016";"Atelier, activite de loisirs";"44/Nantes";"la Folie des arts";"Association";"5161490";"Loisirs et sports";"Atelier, activite de loisirs";"Autre";"Ateliers cafes couture";"";"Lire un patron, construire un vêtement, coudre un accessoire, utiliser sa propre machine. Des machines sont aussi à disposition. Goûter offert. Dernière date le 10 juin 2017.";"Samedi 22 octobre 2016, samedi 10 decembre 2016, samedi 11 fevrier 2017, 14h30 à 19h, La Folie des Arts, 16 bis, rue du Chanoine-Poupard, Nantes. Tarif 55€, autre : et 10 € adhesion association LFDA. Contact et reservation : 06 58 30 54 00, lacroixmarion@aol.com, http://www.foliedesartsnantes.org/ateliers-stages/caf%C3%A9s-couture/";"Nantes";"44";"44109";"44000";"47.24836, -1.575765";"22/10/2016";"11/02/2017";"oui";"55";"et 10 € adhesion association LFDA";"";"";"";""
"30/06/2016";"Atelier, activite de loisirs";"44/Nantes";"la Folie des arts";"Association";"5162124";"Loisirs et sports";"Atelier, activite de loisirs";"Autre";"Atelier theâtre de la Folie des arts";"";"Tous les jeudis, atelier d'initiation et/ou de perfectionnement à la parole grâce aux outils de l'acteur. Exercices pour acquerir une respiration juste et être detendu.";"Jusqu'au jeudi 18 mai 2017, 20h à 22h, La Folie des arts, 16 bis, rue du Chanoine-Poupard, Nantes. Tarif 390€, autre : abonnement pour l'annee + 10 € adhesion association LFDA et règlement au trimestre. Contact et reservation : 06 65 59 30 51, demfau@aol.com, http://www.foliedesartsnantes.org";"Nantes";"44";"44109";"44000";"47.24836, -1.575765";"30/06/2016";"18/05/2017";"oui";"390";"abonnement pour l'annee + 10 € adhesion association LFDA et règlement au trimestre";"";"";"";""
"17/12/2016";"Exposition, musee";"44/Nantes";"Aeroscope Atlantique";"Association";"5383157";"Voir visiter";"Exposition, musee";"Exposition";"Le grenier de l’aviation";"Exposition.";"8 avions dont 1 monument historique, 2 planeurs, des moteurs et reacteurs d’avion, des maquettes et modèles reduits, des tenues de pilotes, des photos, peintures, dessins, documents. Avec des passionnes pour raconter l’aviation d’hier et d’aujourd’hui.";"Samedi 17 decembre 2016, samedi 7, samedi 14 janvier 2017, 14h à 18h, Centre commercial Auchan, route de Vannes, Nantes. Gratuit.";"Nantes";"44";"44109";"44000";"47.24607, -1.606541";"17/12/2016";"14/01/2017";"non";"";"";"";"Auditif|Visuel|Mental|Moteur";"";""
"16/09/2016";"Atelier, activite de loisirs";"44/Nantes";"galerie Art espace";"Équipement à but non lucratif (culture, sport et loisir)";"5194209";"Loisirs et sports";"Atelier, activite de loisirs";"Dessin, peinture";"Dessin, peinture";"";"Portes ouvertes : mardi 30 mercredi 31 août de 14 h à 19 h, samedi 10 septembre de 11 h à 18 h. Reprise des cours le vendredi 16 septembre à 10 h. Inscriptions possibles tout au long de l’annee, selon les places disponibles. 6 places maxi par cours de 2 h 30/souplesse des horaires.";"Du vendredi 16 septembre 2016 au jeudi 13 juillet 2017, Atelier Art Espace, 45, boulevard Jean-XXIII-Nantes, Nantes. Payant. Contact et reservation : 02 40 94 30 98, 06 50 54 45 62, atelier.art.espace@orange.fr, http://atelier-peinture-nantes.simplsite.com";"Nantes";"44";"44109";"44000";"47.23156, -1.574934";"16/09/2016";"13/07/2017";"oui";"";"";"";"";"";""
"16/12/2016";"Spectacle";"44/Nantes";"compagnie Paq'la lune";"Association";"5385581";"Concerts, spectacles";"Autres scènes";"Theâtre";"Les brigades de lecture, visite du QG";"Theâtre.";"Depuis leur mission « anti-livres », les brigades de lecture de Paq' la lune sont entrees en resistance sur le quartier Ranzay. Avec cette visite theâtralisee, le brigadier-chef et ses acolytes ouvrent les portes de leur QG. Decouverte des accessoires, uniformes et secrets du maquis.";"Vendredi 16 decembre, 18h et 19h, Salle associative du Ranzay, 2 bis, rue Hermann-Geiger, Nantes. Gratuit. Contact : 09 51 33 63 79, nantes@paqlalune.fr, www.paqlalune.fr";"Nantes";"44";"44109";"44000";"47.24978, -1.528898";"16/12/2016";"16/12/2016";"non";"";"";"";"";"";""
"25/11/2016";"Exposition, musee";"44/Nantes";"espace LVL";"Équipement à but non lucratif (culture, sport et loisir)";"5353102";"Voir visiter";"Exposition, musee";"Exposition";"CRCR week-end à Nantes";"Exposition.";"Pour clôturer l’annee, l’espace LVL invite le collectif parisien CRCR compose de realisateurs, animateurs 2D et illustrateurs. Ils ont notamment realise le clip « Delta » du groupe C2C mais c’est leur travail d’illustration qui sera au cœur de l’exposition presentee.";"Du vendredi 25 novembre au samedi 31 decembre, 15h à 19h, Espace LVL, 1, rue du Bâtonnier-Yves-Guinaudeau, Nantes. Gratuit. Contact : espacelvl@gmail.com";"Nantes";"44";"44109";"44000";"47.21028, -1.565648";"25/11/2016";"31/12/2016";"non";"";"";"";"";"";""
"17/12/2016";"Visite";"44/Nantes";"le Voyage à Nantes, direction du developpement touristique";"Office de tourisme, syndicat d'initiative";"5284188";"Voir visiter";"Sorties, visites (monuments, parcs, zoo,...)";"Visite";"Belles vitrines";"";"Les boutiques du centre-ville regorgent d'histoires : sucrees, salees ou celles de maisons nantaises renommees.";"Samedi 17 decembre, 10h30, Nantes tourisme, 9, rue des États, Nantes. Tarif 7€, reduit 4€, autre : gratuit pour les moins de 12 ans, gratuit avec le pass Nantes. Contact et reservation : 08 92 46 40 44, info@nantes-tourisme.com, www.nantes-tourisme.com";"Nantes";"44";"44109";"44000";"47.21571, -1.550578";"17/12/2016";"17/12/2016";"oui";"7";"gratuit pour les moins de 12 ans, gratuit avec le pass Nantes";"";"";"";""
"16/12/2016";"Spectacle";"44/Nantes";"Eveil et Patrimoine";"Association";"5365076";"Concerts, spectacles";"Autres scènes";"Autre";"Symphonie baroque d'un Noël napolitain";"";"Eveil et Patrimoine organise une crèche vivante. Dans une ambiance coloree et typique du XVIIIe siècle napolitain, de nombreux figurants costumes, le chœur Eclat de voix, les ensembles d'instrumentistes Euterpe et le Bien Alle de Nantes retraceront l'histoire de la Nativite en musique.";"Vendredi 16, samedi 17 decembre, 20h30, Église Sainte-Therèse, 57, rue Chanoine-Larose, Nantes. Tarif 15€, reduit 10€. Contact : 06 48 77 63 69, eveiletpatrimoine@yahoo.fr";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"16/12/2016";"17/12/2016";"oui";"15";"";"";"Moteur";"";""
